,NOME,CPF,IDADE,VALOR_EMPRESTIMO,DATA_EMPRESTIMO,FAIXA_ETARIA,PRAZO_MESES,TAXAS_IDADE,DATA,TAXA_MENSAL_CDI,PRIMEIRA_PARCELA_EMPRESTIMO,AMORTIZACAO
64701,Alexandre Silva Ferreira,763.237.163-05,22,274058.0,2024-06-04,21-25,36,0.0073,2024-06-04,0.87,8911.12,6506.81
171106,Priscila Costa Albernaz,069.979.988-01,51,285115.0,2024-06-06,51-55,36,0.05,2024-06-06,0.87,9339.7,6716.64
168373,Priscila Ferreira Ferreira,609.803.146-07,27,112321.0,2024-06-06,26-30,108,0.0091,2024-06-06,0.87,1614.93,627.52
108464,Fatima Souza Maia,090.485.712-35,74,279793.0,2024-06-05,71-75,60,0.33,2024-06-05,0.87,6568.46,3210.94
112492,João Oliveira Rodrigues,434.751.107-84,62,80740.0,2024-06-05,61-65,72,0.111,2024-06-05,0.87,1568.93,776.87
76249,Augusto Cunha Rodrigues,844.667.635-42,43,166304.0,2024-06-04,41-45,48,0.0195,2024-06-04,0.87,4271.93,2792.66
25267,Igor Cunha Oliveira,647.405.788-24,41,205045.0,2024-06-03,41-45,120,0.0195,2024-06-03,0.87,2786.79,962.91
38848,Charles Santos Santos,899.600.664-52,70,148971.0,2024-06-03,66-70,72,0.18,2024-06-03,0.87,2959.1,1394.9
138766,Fatima Cunha Santos,786.864.066-96,39,29760.0,2024-06-05,36-40,60,0.0112,2024-06-05,0.87,640.76,378.51
117338,Noemi Cunha Sande,519.232.009-76,26,253087.0,2024-06-05,26-30,48,0.0091,2024-06-05,0.87,6485.9,4261.01
188413,Gloria Rodrigues Souza,836.321.505-83,69,65664.0,2024-06-06,66-70,36,0.18,2024-06-06,0.87,2199.85,1510.38
22584,Irani Oliveira Ferreira,526.315.356-26,54,174335.0,2024-06-03,51-55,120,0.05,2024-06-03,0.87,2405.41,801.53
115064,Augusto Oliveira Sant' Anna,311.244.757-37,23,72955.0,2024-06-05,21-25,84,0.0073,2024-06-05,0.87,1231.12,591.09
37771,Irani Rodrigues Silva,081.177.200-43,67,158514.0,2024-06-03,66-70,48,0.18,2024-06-03,0.87,4221.13,2556.73
132593,Ana Ferreira Prenda,909.656.810-92,86,237422.0,2024-06-05,86-90,36,1.27,2024-06-05,0.87,9525.45,4444.62
179038,Carlos Sande Maia,267.679.893-63,49,44530.0,2024-06-06,46-50,48,0.033,2024-06-06,0.87,1147.36,745.25
48897,Carlos Cunha Silva,771.152.517-62,79,282439.0,2024-06-03,76-80,108,0.51,2024-06-03,0.87,5046.1,1148.44
172335,Maria Cunha Cunha,342.204.374-87,55,187056.0,2024-06-06,51-55,60,0.05,2024-06-06,0.87,4070.78,2349.86
47182,Alexandre Souza Costa,911.086.830-53,77,292752.0,2024-06-03,76-80,48,0.51,2024-06-03,0.87,8380.88,4340.9
119778,José Oliveira Cristina,719.113.229-90,29,131360.0,2024-06-05,26-30,36,0.0091,2024-06-05,0.87,4272.57,3117.78
84740,Gloria Cunha Matos,288.378.590-23,88,176067.0,2024-06-04,86-90,48,1.27,2024-06-04,0.87,5904.85,2137.02
134073,Leticia Souza Ferreira,008.362.115-61,88,284172.0,2024-06-05,86-90,36,1.27,2024-06-05,0.87,11401.08,5319.8
31110,Samuel Maia Sant' Anna,987.624.073-09,32,46880.0,2024-06-03,31-35,72,0.0095,2024-06-03,0.87,881.65,469.34
34428,Rosimeri Cunha Pereira,857.128.252-87,90,112762.0,2024-06-03,86-90,120,1.27,2024-06-03,0.87,2619.51,206.4
3969,Fatima Cunha Prenda,088.764.959-91,97,217104.0,2024-06-03,91+,60,2.79,2024-06-03,0.87,8985.63,1039.62
198191,Charles Cunha Maia,796.499.778-56,80,36024.0,2024-06-06,76-80,60,0.51,2024-06-06,0.87,886.79,389.66
83561,Gabriel Pereira Maia,017.488.381-13,90,119724.0,2024-06-04,86-90,48,1.27,2024-06-04,0.87,4015.25,1453.16
30395,Samuel Pereira Albernaz,161.211.748-11,33,113857.0,2024-06-03,31-35,60,0.0095,2024-06-03,0.87,2450.28,1448.91
146936,Maria Maia Prenda,283.961.992-05,78,261854.0,2024-06-05,76-80,72,0.51,2024-06-05,0.87,5761.14,2147.55
81586,Ana Ferreira Ferreira,134.421.758-36,34,272679.0,2024-06-04,31-35,36,0.0095,2024-06-04,0.87,8869.68,6471.47
163041,Rosimeri Sande Oliveira,326.267.452-43,65,110689.0,2024-06-06,61-65,120,0.111,2024-06-06,0.87,1573.51,487.65
108589,João Cristina Ferreira,924.756.275-90,74,38974.0,2024-06-05,71-75,60,0.33,2024-06-05,0.87,914.96,447.27
155994,Daniel Matos Cristina,065.354.557-69,97,125735.0,2024-06-06,91+,72,2.79,2024-06-06,0.87,4975.89,373.99
151577,José Maia Prenda,062.430.150-84,83,183515.0,2024-06-06,81-85,108,0.838,2024-06-06,0.87,3733.98,599.54
134824,Marcelo Ferreira Sande,368.508.685-51,88,49707.0,2024-06-05,86-90,96,1.27,2024-06-05,0.87,1224.05,160.32
66891,Maria Matos Silva,042.326.198-36,25,200313.0,2024-06-04,21-25,48,0.0073,2024-06-04,0.87,5131.36,3374.01
59289,Irani Sande Costa,461.937.275-74,71,127878.0,2024-06-04,71-75,60,0.33,2024-06-04,0.87,3002.08,1467.54
176357,Noemi Sande Souza,364.001.298-47,45,244062.0,2024-06-06,41-45,120,0.0195,2024-06-06,0.87,3317.07,1146.14
21335,Daniel Matos Pereira,020.912.062-29,53,98062.0,2024-06-03,51-55,120,0.05,2024-06-03,0.87,1353.03,450.86
48606,Pedro Maia Rodrigues,436.275.541-16,79,257897.0,2024-06-03,76-80,108,0.51,2024-06-03,0.87,4607.63,1048.65
52793,Noemi Prenda Ferreira,041.652.361-79,98,266379.0,2024-06-04,91+,60,2.79,2024-06-04,0.87,11025.05,1275.58
27888,José Santos Maia,758.278.016-74,50,214114.0,2024-06-03,46-50,72,0.033,2024-06-03,0.87,4057.5,2124.05
165808,Pedro Matos Costa,405.578.680-84,23,88724.0,2024-06-06,21-25,60,0.0073,2024-06-06,0.87,1908.24,1129.86
46456,Fatima Santos Sande,661.081.855-03,20,153495.0,2024-06-03,15-20,60,0.0065,2024-06-03,0.87,3300.58,1955.2
61259,Irani Pereira Sant' Anna,349.833.388-70,71,272906.0,2024-06-04,71-75,84,0.33,2024-06-04,0.87,5174.75,1899.88
51179,José Maia Silva,209.024.228-04,81,218695.0,2024-06-04,81-85,120,0.838,2024-06-04,0.87,4298.57,563.26
13151,Igor Pereira Matos,116.699.433-30,63,255681.0,2024-06-03,61-65,48,0.111,2024-06-03,0.87,6704.47,4196.24
82990,Irani Matos Sande,677.596.515-03,90,147747.0,2024-06-04,86-90,96,1.27,2024-06-04,0.87,3638.33,476.54
32778,Samuel Rodrigues Santos,438.884.604-09,35,123354.0,2024-06-03,31-35,84,0.0095,2024-06-03,0.87,2083.31,998.41
157350,João Maia Pereira,523.857.702-88,98,176787.0,2024-06-06,91+,72,2.79,2024-06-06,0.87,6996.25,525.85
4542,Gabriel Silva Rodrigues,068.915.492-56,93,237029.0,2024-06-03,91+,36,2.79,2024-06-03,0.87,11951.95,3276.69
198672,Daniel Sande Silva,838.155.527-29,79,162772.0,2024-06-06,76-80,96,0.51,2024-06-06,0.87,3069.81,823.56
98896,Carlos Rodrigues Sande,985.130.059-40,80,258536.0,2024-06-04,76-80,120,0.51,2024-06-04,0.87,4421.47,853.67
69572,João Souza Ferreira,069.547.684-05,26,68294.0,2024-06-04,26-30,120,0.0091,2024-06-04,0.87,923.41,323.04
78198,Gloria Maia Costa,968.379.450-50,49,88087.0,2024-06-04,46-50,36,0.033,2024-06-04,0.87,2877.02,2081.59
2031,Gabriel Souza Ferreira,055.216.670-75,85,210944.0,2024-06-03,81-85,84,0.838,2024-06-03,0.87,4747.47,1144.55
188754,Pedro Rodrigues Oliveira,594.723.914-00,70,178863.0,2024-06-06,66-70,72,0.18,2024-06-06,0.87,3552.86,1674.8
137614,Telma Prenda Rodrigues,041.929.649-29,68,240746.0,2024-06-05,66-70,96,0.18,2024-06-05,0.87,3992.6,1464.77
177131,José Rodrigues Santos,853.958.797-14,46,168471.0,2024-06-06,46-50,60,0.033,2024-06-06,0.87,3649.2,2127.91
81361,Priscila Matos Maia,707.975.947-10,35,198301.0,2024-06-04,31-35,96,0.0095,2024-06-04,0.87,3067.49,1323.43
81762,Fatima Sande Maia,024.776.976-25,33,163189.0,2024-06-04,31-35,108,0.0095,2024-06-04,0.87,2346.73,911.48
77037,Noemi Rodrigues Santos,559.675.135-90,50,261486.0,2024-06-04,46-50,60,0.033,2024-06-04,0.87,5663.98,3302.76
157175,Marcelo Souza Silva,205.578.755-10,98,40253.0,2024-06-06,91+,96,2.79,2024-06-06,0.87,1521.52,48.26
55704,Ana Rodrigues Cunha,869.528.912-50,93,297289.0,2024-06-04,91+,108,2.79,2024-06-04,0.87,11109.7,228.92
67846,Pedro Oliveira Prenda,553.889.092-98,27,182215.0,2024-06-04,26-30,84,0.0091,2024-06-04,0.87,3076.94,1475.09
152523,Maria Pereira Cunha,465.027.835-03,82,80974.0,2024-06-06,81-85,84,0.838,2024-06-06,0.87,1822.39,439.35
172794,Pedro Costa Cristina,032.433.459-10,53,297616.0,2024-06-06,51-55,96,0.05,2024-06-06,0.87,4681.5,1943.43
171908,Igor Cristina Ferreira,684.591.634-90,54,282697.0,2024-06-06,51-55,48,0.05,2024-06-06,0.87,7311.94,4711.13
126014,Irani Matos Pereira,479.701.695-70,45,153275.0,2024-06-05,41-45,96,0.0195,2024-06-05,0.87,2380.84,1017.46
51927,Igor Silva Cristina,627.554.371-03,84,97402.0,2024-06-04,81-85,84,0.838,2024-06-04,0.87,2192.11,528.48
93976,Pedro Pereira Silva,493.923.788-58,57,130977.0,2024-06-04,56-60,48,0.071,2024-06-04,0.87,3403.77,2171.28
72447,Ana Cunha Albernaz,249.529.746-34,51,158772.0,2024-06-04,51-55,96,0.05,2024-06-04,0.87,2497.48,1036.78
173195,Noemi Prenda Maia,061.221.504-01,53,253197.0,2024-06-06,51-55,120,0.05,2024-06-06,0.87,3493.52,1164.11
93189,Priscila Sant' Anna Cristina,630.790.366-03,59,144740.0,2024-06-04,56-60,84,0.071,2024-06-04,0.87,2500.58,1138.58
135780,Igor Costa Cunha,446.416.681-40,68,173637.0,2024-06-05,66-70,84,0.18,2024-06-05,0.87,3121.16,1297.97
6945,Alexandre Prenda Santos,494.998.408-00,95,85996.0,2024-06-03,91+,72,2.79,2024-06-03,0.87,3403.25,255.8
181470,Gloria Silva Ferreira,958.662.085-98,31,243535.0,2024-06-06,31-35,60,0.0095,2024-06-06,0.87,5241.03,3099.14
192121,Priscila Ferreira Ferreira,911.475.446-03,60,66892.0,2024-06-06,56-60,36,0.071,2024-06-06,0.87,2199.22,1569.77
76691,Igor Sande Matos,472.217.295-14,46,236315.0,2024-06-04,46-50,72,0.033,2024-06-04,0.87,4478.21,2344.29
63079,Alexandre Cunha Sande,689.861.707-95,64,73809.0,2024-06-04,61-65,36,0.111,2024-06-04,0.87,2443.49,1719.42
138162,Gloria Santos Cunha,080.515.919-33,69,60566.0,2024-06-05,66-70,108,0.18,2024-06-05,0.87,940.26,304.32
53322,Pedro Souza Sande,779.247.246-99,96,96399.0,2024-06-04,91+,120,2.79,2024-06-04,0.87,3576.07,47.87
171881,Samuel Pereira Rodrigues,852.640.199-83,54,288087.0,2024-06-06,51-55,108,0.05,2024-06-06,0.87,4219.89,1569.49
132874,Maria Silva Ferreira,941.597.370-64,86,155133.0,2024-06-05,86-90,48,1.27,2024-06-05,0.87,5202.78,1882.93
15074,Noemi Prenda Maia,318.435.806-24,22,136504.0,2024-06-03,21-25,84,0.0073,2024-06-03,0.87,2303.51,1105.96
147813,Alexandre Cristina Sant' Anna,194.861.338-75,76,105514.0,2024-06-05,76-80,60,0.51,2024-06-05,0.87,2597.4,1141.31
173566,Maria Ferreira Sant' Anna,944.333.535-23,42,194567.0,2024-06-06,41-45,60,0.0195,2024-06-06,0.87,4198.79,2468.12
179130,Telma Santos Costa,563.281.099-20,50,79177.0,2024-06-06,46-50,36,0.033,2024-06-06,0.87,2586.01,1871.04
63233,Fatima Silva Sant' Anna,419.550.142-30,64,241097.0,2024-06-04,61-65,72,0.111,2024-06-04,0.87,4684.96,2319.8
153532,Marcelo Cunha Costa,698.310.555-94,92,203907.0,2024-06-06,91+,84,2.79,2024-06-06,0.87,7846.1,383.1
79424,Noemi Ferreira Silva,285.195.545-47,48,84007.0,2024-06-04,46-50,72,0.033,2024-06-04,0.87,1591.95,833.37
96030,Ana Ferreira Cristina,429.218.806-87,18,297557.0,2024-06-04,15-20,108,0.0065,2024-06-04,0.87,4273.13,1665.04
72299,Carlos Matos Santos,152.458.892-00,52,258353.0,2024-06-04,51-55,108,0.05,2024-06-04,0.87,3784.35,1407.5
159710,Priscila Albernaz Cristina,347.645.773-72,74,294540.0,2024-06-06,71-75,108,0.33,2024-06-06,0.87,4880.15,1345.67
87922,Leticia Ferreira Silva,480.425.851-52,69,89864.0,2024-06-04,66-70,48,0.18,2024-06-04,0.87,2393.02,1449.45
41529,Gloria Sant' Anna Silva,241.312.573-60,38,221465.0,2024-06-03,36-40,36,0.0112,2024-06-03,0.87,7205.93,5254.38
104372,Charles Albernaz Prenda,689.240.658-07,96,267752.0,2024-06-05,91+,36,2.79,2024-06-05,0.87,13501.13,3701.41
110356,Maria Albernaz Prenda,383.003.807-01,74,34143.0,2024-06-05,71-75,36,0.33,2024-06-05,0.87,1173.57,763.85
157415,Irani Prenda Cristina,029.200.688-81,95,26914.0,2024-06-06,91+,84,2.79,2024-06-06,0.87,1035.62,50.57
46695,Daniel Cunha Maia,079.953.738-13,78,131059.0,2024-06-03,76-80,96,0.51,2024-06-03,0.87,2471.71,663.1
63977,Ana Ferreira Sande,711.630.858-04,62,272659.0,2024-06-04,61-65,84,0.111,2024-06-04,0.87,4779.99,2105.21
45135,Maria Cristina Cristina,789.764.218-68,18,200781.0,2024-06-03,15-20,84,0.0065,2024-06-03,0.87,3387.19,1627.34
110335,Noemi Maia Santos,721.520.093-04,74,152029.0,2024-06-05,71-75,84,0.33,2024-06-05,0.87,2882.72,1058.37
70955,Alexandre Matos Ferreira,804.093.342-00,53,187878.0,2024-06-04,51-55,108,0.05,2024-06-04,0.87,2752.03,1023.55
47868,Noemi Maia Souza,825.545.597-32,76,285807.0,2024-06-03,76-80,84,0.51,2024-06-03,0.87,5768.25,1824.11
27893,Priscila Matos Sande,772.180.003-04,47,77131.0,2024-06-03,46-50,96,0.033,2024-06-03,0.87,1204.79,508.3
33416,Charles Oliveira Pereira,250.539.469-57,90,234937.0,2024-06-03,86-90,36,1.27,2024-06-03,0.87,9425.76,4398.11
88189,Marcelo Cristina Souza,769.997.473-50,67,91307.0,2024-06-04,66-70,48,0.18,2024-06-04,0.87,2431.45,1472.73
199410,Marcelo Cristina Oliveira,767.829.911-79,80,247113.0,2024-06-06,76-80,36,0.51,2024-06-06,0.87,8755.52476431418,5346.07
168805,Marcelo Maia Albernaz,805.178.957-14,26,66430.0,2024-06-06,26-30,72,0.0091,2024-06-06,0.87,1249.15,665.16
42121,Leticia Pereira Sande,895.154.564-44,59,226864.0,2024-06-03,56-60,60,0.071,2024-06-03,0.87,4965.67,2830.88
161678,Ana Maia Rodrigues,944.977.229-02,64,38607.0,2024-06-06,61-65,96,0.111,2024-06-06,0.87,622.65,243.92
122552,Carlos Albernaz Matos,706.693.218-85,51,182071.0,2024-06-05,51-55,96,0.05,2024-06-05,0.87,2863.98,1188.93
21017,Augusto Sande Prenda,317.032.379-27,53,248711.0,2024-06-03,51-55,120,0.05,2024-06-03,0.87,3431.63,1143.49
193787,Gabriel Ferreira Prenda,484.876.602-82,60,252424.0,2024-06-06,56-60,36,0.071,2024-06-06,0.87,8298.99,5923.68
57849,Alexandre Sande Ferreira,707.104.792-80,94,208134.0,2024-06-04,91+,36,2.79,2024-06-04,0.87,10494.95,2877.25
60054,Daniel Cunha Sant' Anna,235.499.822-83,75,37252.0,2024-06-04,71-75,60,0.33,2024-06-04,0.87,874.53,427.51
185334,Rosimeri Oliveira Santos,277.070.429-05,89,93641.0,2024-06-06,86-90,36,1.27,2024-06-06,0.87,3756.91,1752.99
60940,Charles Albernaz Matos,572.688.347-05,74,96679.0,2024-06-04,71-75,48,0.33,2024-06-04,0.87,2661.34,1501.19
24662,Gabriel Cunha Santos,465.003.140-00,43,50621.0,2024-06-03,41-45,72,0.0195,2024-06-03,0.87,955.09,504.82
55990,Telma Prenda Silva,139.389.504-20,92,106992.0,2024-06-04,91+,72,2.79,2024-06-04,0.87,4234.15,318.24
128836,Augusto Maia Prenda,023.794.969-51,49,81418.0,2024-06-05,46-50,108,0.033,2024-06-05,0.87,1183.44,448.24
144341,Irani Sande Silva,497.262.836-71,57,41214.0,2024-06-05,56-60,48,0.071,2024-06-05,0.87,1071.05,683.23
163054,Gabriel Sant' Anna Prenda,258.249.069-55,64,251392.0,2024-06-06,61-65,96,0.111,2024-06-06,0.87,4054.41,1588.25
53246,Noemi Sant' Anna Maia,135.598.245-67,96,101946.0,2024-06-04,91+,108,2.79,2024-06-04,0.87,3809.73,78.51
76967,Marcelo Silva Santos,329.199.927-40,46,258248.0,2024-06-04,46-50,96,0.033,2024-06-04,0.87,4033.86,1701.88
6734,Carlos Oliveira Prenda,821.139.461-81,98,134006.0,2024-06-03,91+,84,2.79,2024-06-03,0.87,5156.39,251.77
115385,Samuel Souza Ferreira,432.042.207-45,25,209394.0,2024-06-05,21-25,72,0.0073,2024-06-05,0.87,3935.14,2098.13
27850,João Cristina Sant' Anna,533.632.041-24,50,56447.0,2024-06-03,46-50,48,0.033,2024-06-03,0.87,1454.41,944.69
3468,Ana Souza Rodrigues,435.747.047-12,93,184416.0,2024-06-03,91+,36,2.79,2024-06-03,0.87,9298.99,2549.36
71620,João Costa Maia,479.444.723-00,55,195125.0,2024-06-04,51-55,72,0.05,2024-06-04,0.87,3718.02,1922.87
195022,Rosimeri Ferreira Cunha,936.014.028-74,20,91878.0,2024-06-06,15-20,60,0.0065,2024-06-06,0.87,1975.64,1170.33
40963,Leticia Ferreira Matos,260.042.337-06,37,168244.0,2024-06-03,36-40,60,0.0112,2024-06-03,0.87,3622.42,2139.85
65633,Telma Prenda Souza,581.972.897-19,22,65190.0,2024-06-04,21-25,60,0.0073,2024-06-04,0.87,1402.08,830.17
32626,João Cristina Rodrigues,543.048.693-02,35,25293.0,2024-06-03,31-35,48,0.0095,2024-06-03,0.87,648.25,425.8
16707,Irani Matos Maia,051.435.424-05,24,261584.0,2024-06-03,21-25,84,0.0073,2024-06-03,0.87,4414.25,2119.37
159696,José Matos Oliveira,124.330.986-53,71,238021.0,2024-06-06,71-75,36,0.33,2024-06-06,0.87,8181.31,5325.06
17301,Priscila Matos Souza,854.686.847-64,23,278761.0,2024-06-03,21-25,36,0.0073,2024-06-03,0.87,9064.04,6618.47
126431,Irani Albernaz Costa,754.485.795-66,41,106277.0,2024-06-05,41-45,72,0.0195,2024-06-05,0.87,2005.18,1059.85
92871,Noemi Sande Souza,130.885.365-32,59,60947.0,2024-06-04,56-60,36,0.071,2024-06-04,0.87,2003.76,1430.25
37298,Priscila Maia Cunha,878.672.278-65,70,138565.0,2024-06-03,66-70,120,0.18,2024-06-03,0.87,2036.36,581.43
186685,Charles Silva Cristina,610.246.405-23,66,130796.0,2024-06-06,66-70,60,0.18,2024-06-06,0.87,2949.3,1575.94
17546,Gabriel Cunha Sant' Anna,670.931.570-33,22,92990.0,2024-06-03,21-25,72,0.0073,2024-06-03,0.87,1747.56,931.76
56941,Igor Costa Pereira,619.350.309-90,91,160879.0,2024-06-04,91+,72,2.79,2024-06-04,0.87,6366.7,478.53
32134,Telma Prenda Pereira,055.859.453-00,34,23509.0,2024-06-03,31-35,108,0.0095,2024-06-03,0.87,338.07,131.31
101593,Igor Pereira Santos,600.169.080-40,81,225699.0,2024-06-05,81-85,60,0.838,2024-06-05,0.87,6042.1,2187.16
134803,Alexandre Silva Santos,956.592.660-61,90,184459.0,2024-06-05,86-90,108,1.27,2024-06-05,0.87,4393.78,446.36
89967,Pedro Ferreira Silva,681.408.749-90,36,285823.0,2024-06-04,36-40,60,0.0112,2024-06-04,0.87,6153.99,3635.32
150284,João Maia Cristina,917.805.119-30,81,293582.0,2024-06-06,81-85,120,0.838,2024-06-06,0.87,5770.52,756.14
68971,Noemi Silva Sant' Anna,579.247.478-85,27,132937.0,2024-06-04,26-30,96,0.0091,2024-06-04,0.87,2056.05,887.4
189495,Priscila Santos Matos,025.293.465-26,39,110367.0,2024-06-06,36-40,96,0.0112,2024-06-06,0.87,1708.46,735.91
33283,Priscila Costa Santos,715.828.385-26,89,229911.0,2024-06-03,86-90,48,1.27,2024-06-03,0.87,7710.64,2790.54
2467,Telma Santos Ferreira,375.259.560-49,82,179254.0,2024-06-03,81-85,72,0.838,2024-06-03,0.87,4345.33,1283.67
63975,Augusto Souza Silva,997.177.371-69,64,215966.0,2024-06-04,61-65,120,0.111,2024-06-04,0.87,3070.09,951.46
135046,Telma Santos Maia,074.352.761-54,88,71867.0,2024-06-05,86-90,72,1.27,2024-06-05,0.87,1965.99,428.04
54701,Pedro Sande Rodrigues,500.173.213-10,99,212761.0,2024-06-04,91+,36,2.79,2024-06-04,0.87,10728.26,2941.21
152316,José Cunha Ferreira,369.741.970-63,83,119919.0,2024-06-06,81-85,72,0.838,2024-06-06,0.87,2906.98,858.76
84451,Gloria Souza Costa,876.085.808-79,88,274974.0,2024-06-04,86-90,36,1.27,2024-06-04,0.87,11032.05,5147.61
133553,José Maia Maia,687.957.565-07,86,87466.0,2024-06-05,86-90,120,1.27,2024-06-05,0.87,2031.87,160.1
54974,Pedro Silva Souza,894.568.632-04,91,207517.0,2024-06-04,91+,108,2.79,2024-06-04,0.87,7754.92,159.8
52783,José Ferreira Cunha,580.197.676-06,82,254672.0,2024-06-04,81-85,60,0.838,2024-06-04,0.87,6817.73,2467.93
45459,Carlos Sant' Anna Pereira,981.242.227-70,19,141484.0,2024-06-03,15-20,36,0.0065,2024-06-03,0.87,4599.78,3359.67
140563,Marcelo Ferreira Pereira,134.149.035-12,40,232047.0,2024-06-05,36-40,48,0.0112,2024-06-05,0.87,5949.53,3904.73
159788,Leticia Costa Maia,624.356.222-01,73,213693.0,2024-06-06,71-75,72,0.33,2024-06-06,0.87,4449.2,1884.88
34292,Daniel Rodrigues Santos,766.313.065-07,86,137650.0,2024-06-03,86-90,48,1.27,2024-06-03,0.87,4616.44,1670.73
148059,Pedro Sande Matos,805.968.900-28,79,269120.0,2024-06-05,76-80,72,0.51,2024-06-05,0.87,5921.0,2207.14
176850,Charles Oliveira Santos,879.532.741-08,50,197996.0,2024-06-06,46-50,96,0.033,2024-06-06,0.87,3092.72,1304.82
160015,Rosimeri Ferreira Souza,924.441.150-40,75,97798.0,2024-06-06,71-75,36,0.33,2024-06-06,0.87,3361.54,2187.96
162888,Samuel Oliveira Ferreira,249.686.555-41,64,229758.0,2024-06-06,61-65,48,0.111,2024-06-06,0.87,6024.72,3770.79
136015,Irani Maia Silva,767.147.071-69,66,50993.0,2024-06-05,66-70,60,0.18,2024-06-05,0.87,1149.83,614.4
53774,Gloria Souza Albernaz,961.604.016-29,95,294558.0,2024-06-04,91+,108,2.79,2024-06-04,0.87,11007.64,226.82
27300,Alexandre Matos Matos,644.882.400-62,47,23009.0,2024-06-03,46-50,96,0.033,2024-06-03,0.87,359.4,151.63
96815,José Rodrigues Rodrigues,079.605.618-85,80,262139.0,2024-06-04,76-80,96,0.51,2024-06-04,0.87,4943.82,1326.3
33259,Noemi Sande Oliveira,938.956.267-83,87,26874.0,2024-06-03,86-90,72,1.27,2024-06-03,0.87,735.16,160.06
115353,Telma Cunha Maia,352.846.712-60,24,176401.0,2024-06-05,21-25,96,0.0073,2024-06-05,0.87,2726.24,1178.67
14142,Irani Ferreira Albernaz,714.458.619-09,64,97911.0,2024-06-03,61-65,72,0.111,2024-06-03,0.87,1902.59,942.08
25161,Leticia Silva Souza,450.705.871-61,44,151718.0,2024-06-03,41-45,96,0.0195,2024-06-03,0.87,2356.66,1007.13
63215,Irani Costa Santos,666.152.772-20,65,258315.0,2024-06-04,61-65,120,0.111,2024-06-04,0.87,3672.1,1138.03
56476,Igor Santos Sande,214.661.903-10,96,268330.0,2024-06-04,91+,84,2.79,2024-06-04,0.87,10325.02,504.14
98603,Gloria Cunha Ferreira,832.973.998-80,77,129716.0,2024-06-04,76-80,108,0.51,2024-06-04,0.87,2317.53,527.45
1901,Gloria Rodrigues Rodrigues,464.384.714-02,81,184713.0,2024-06-03,81-85,120,0.838,2024-06-03,0.87,3630.64,475.74
186737,Irani Cristina Sant' Anna,592.785.259-95,66,287485.0,2024-06-06,66-70,72,0.18,2024-06-06,0.87,5710.49,2691.9
88591,Ana Sande Rodrigues,255.169.743-30,40,25575.0,2024-06-04,36-40,120,0.0112,2024-06-04,0.87,346.16,120.79
132068,Rosimeri Costa Maia,682.013.666-89,35,63792.0,2024-06-05,31-35,72,0.0095,2024-06-05,0.87,1199.7,638.65
122196,Carlos Silva Cunha,472.844.627-10,51,256827.0,2024-06-05,51-55,120,0.05,2024-06-05,0.87,3543.61,1180.8
73308,Telma Silva Prenda,160.905.470-93,51,120155.0,2024-06-04,51-55,60,0.05,2024-06-04,0.87,2614.86,1509.43
154674,Charles Souza Sande,755.524.352-06,95,29959.0,2024-06-06,91+,48,2.79,2024-06-06,0.87,1334.1,237.6
71197,Daniel Santos Souza,037.487.166-30,52,96861.0,2024-06-04,51-55,120,0.05,2024-06-04,0.87,1336.45,445.33
149331,Priscila Rodrigues Silva,573.404.836-40,78,123686.0,2024-06-05,76-80,84,0.51,2024-06-05,0.87,2496.27,789.4
105560,Carlos Silva Cunha,533.752.189-66,95,152381.0,2024-06-05,91+,84,2.79,2024-06-05,0.87,5863.44,286.3
97681,Carlos Sant' Anna Ferreira,911.836.392-01,76,232442.0,2024-06-04,76-80,72,0.51,2024-06-04,0.87,5114.03,1906.33
1657,Gloria Albernaz Matos,182.761.556-77,82,60715.0,2024-06-03,81-85,108,0.838,2024-06-03,0.87,1235.37,198.36
156773,Pedro Rodrigues Cunha,641.073.736-06,96,61545.0,2024-06-06,91+,48,2.79,2024-06-06,0.87,2740.66,488.11
167711,Carlos Albernaz Santos,322.556.328-53,27,269613.0,2024-06-06,26-30,96,0.0091,2024-06-06,0.87,4169.92,1799.75
44205,Carlos Sant' Anna Oliveira,914.685.945-40,60,74542.0,2024-06-03,56-60,108,0.071,2024-06-03,0.87,1102.31,400.87
53192,Marcelo Matos Cristina,544.918.972-98,97,217217.0,2024-06-04,91+,120,2.79,2024-06-04,0.87,8058.01,107.87
26016,Carlos Albernaz Matos,319.101.361-07,44,188418.0,2024-06-03,41-45,48,0.0195,2024-06-03,0.87,4839.99,3164.01
103385,Charles Ferreira Pereira,978.954.597-59,91,136987.0,2024-06-05,91+,120,2.79,2024-06-05,0.87,5081.75,68.03
7359,João Ferreira Ferreira,362.146.118-39,93,75802.0,2024-06-03,91+,84,2.79,2024-06-03,0.87,2916.77,142.42
174207,Gloria Prenda Sant' Anna,780.232.410-60,41,196956.0,2024-06-06,41-45,96,0.0195,2024-06-06,0.87,3059.34,1307.42
